edad,sexo,altura,bmi,peso,h_sueno,c_sueno,n_estres,h_movil,t_pantalla,pasos,i_ejercicio,m_ejercicio,alim_enteros,alim_procesados,g_proteina,g_fibra,h_social,h_sol,l_agua,n_alcohol,t_meditacion,bienestar_fisico,bienestar_mental
38,1,1.8,25.98464086645502,84.13621634891456,7.2190244666578565,2.9788426657026816,8.005722719545734,3.074636192940325,6.017684951241679,3919,2,5,4.924474061196535,3.7015606973389947,79.99747568861483,19.533665443642604,1.1173793979799704,0.042658497726384415,1.6815973043757309,0.4995701385899924,2.0,49.103347371540956,40.15565282760584
31,1,1.76,21.746486401609253,67.23304093811355,7.637841961900143,3.8758560068730326,4.643665555802532,1.8299938951026251,2.947108537387531,11502,4,58,8.108615597405262,1.5191667018442385,115.37684713537875,30.7586544449097,1.8488126775768168,1.0743867832549252,2.546717925145516,0.05980074198707952,12.0,86.0928160914085,75.4422839956337
31,1,1.76,21.855627662840377,69.25022155193317,7.035168194906285,3.3766691102058934,3.069077423378744,1.5087329839730008,3.0123669112130798,11953,4,66,6.663582783448531,1.7583735497723296,132.49150561442858,26.616657705324858,1.8860580464630314,1.0494216165542758,2.3658480930883705,0.06737379949769601,15.0,92.34954670195008,78.65624309983941
31,1,1.76,22.57151806421934,68.1284611815877,8.201476410680433,3.7813402700693013,4.065528913023072,1.6096423417928503,4.271541471747014,12341,4,56,8.484498935137928,1.4552669851662634,116.08199853679032,32.72580407967634,2.0093256763313456,1.2557151829023612,2.502097783279794,0.13365831266054348,13.0,77.25213226917833,82.66629067443813
31,1,1.76,21.70539417405091,66.94616069155246,7.476635502456527,3.816796200662891,3.65324691771386,1.7493095573003923,2.463129933451637,11837,4,57,7.9767063648303305,1.7115457138588956,111.93685640301165,32.172848032368684,2.01890071050041,0.8216107493376179,2.2062112839404455,0.09876807070706889,12.0,84.58631954570147,79.88807017387913
31,1,1.76,22.067667951853053,68.85811968787863,7.0555580396329765,3.5656056814198407,3.453338071056309,1.586675000150612,3.4979789514585784,11827,4,47,7.148003568694812,1.2667853108815954,115.53816890003829,28.77483411823582,2.011574336894275,1.1376507338355106,2.657400941581511,0.03239826943186312,10.0,86.91550215408185,73.85743172029552
31,1,1.76,22.116907511596,68.18204254698101,7.441023004032733,4.117655221429852,3.688896277352641,2.1180894511572235,2.90982742030876,11489,4,60,7.461877399840616,1.2992976608746,123.17626640012394,31.666746265950373,1.8133496899237225,1.39748102900928,2.67362616370317,0.2436301756563291,13.0,90.4537148483428,72.47680628810377
31,1,1.76,21.904628035411463,67.40639579494125,7.547690344450957,3.6857101561606522,3.916921079025134,2.064652464061215,2.932112081431849,12166,4,59,8.037856643978417,1.6024066721744288,123.58659252778527,33.49592260664153,2.494218199280999,1.2619240163818333,2.5884320329053403,0.0,12.0,88.76115785953435,83.46387455366862
31,1,1.76,22.063482919838513,68.80911516765435,7.696306683597528,4.040061251651864,4.144679578478556,1.3932905053286897,3.1343365027732095,10828,4,62,6.175793587392608,0.9106146370378329,123.61414880752787,31.432588011800387,1.651271365958021,1.0575795916242121,2.70558114829212,0.05159698684273239,16.0,84.99232058729461,81.63214470752507
31,1,1.76,22.48506231954958,68.20482169295472,7.09906240772368,3.7780545096611418,3.9821946319049544,1.0905775043395303,2.8976671714636706,11703,4,65,8.017305937092628,1.486881700340972,119.1505445550194,30.669366055218497,2.1850442599069337,1.0000575542661236,2.343761855106809,0.210467921540253,11.0,79.33263162961251,81.77525083753243
31,1,1.76,22.139010941809808,66.87542779419464,7.591792686185443,3.9471166184856745,4.1871932258531315,1.6895944451284186,2.4382923607637004,12132,4,58,7.758604920637677,1.9482222437678907,131.83419608539384,35.38311016380108,2.3944423614517714,1.1780531636739633,2.5529080244539513,0.17668228717842438,12.0,85.52305675164618,83.29501252750472
35,0,1.65,21.98221520619222,59.31657045090107,7.8342107736656565,4.426782075546749,3.001496645599978,1.6020629930605013,3.268031696880876,6850,3,29,7.6894213017291975,1.5060747652354085,81.53843832948995,26.497765768729252,2.5034713970444447,0.7909912580827395,2.1468432258982517,0.10521733186575336,20.0,68.65267212943763,92.47880786192991
35,0,1.65,22.101962608357812,60.15283829651543,8.163931382931477,4.423226933600447,1.9460233291112785,1.3906685243206616,2.1279159742042104,7014,3,25,8.02276613739484,2.4750537570884483,71.62220038601893,26.498916767809302,3.1455483337637213,0.8944164725351373,2.2997911022834976,0.1986136316960768,20.0,73.22271455697,92.7096054747692
35,0,1.65,21.713562454860753,60.67911530257392,8.279426538148602,4.320385177474531,2.6188382709861737,1.242238194427329,2.7849349692387912,7217,3,20,7.718756124309935,1.503297788448643,68.36745132448921,28.328943263722024,3.733539043517675,0.7245368688959265,2.52080218497352,0.11498424139872801,22.0,70.47339165355282,91.77890727278093
35,0,1.65,21.953894468691395,61.06324014516596,7.817411542310111,4.52644691443585,2.6778164398934887,1.481924446079614,2.571214979083912,7182,3,32,7.461321910089573,1.9212457205184361,61.08306429545659,27.312122039343077,2.522161722083542,0.8174244026562345,2.3340179069163702,0.23190131977413964,27.0,67.6536596597164,95.74120062658176
35,0,1.65,22.073125744120496,59.7790018826029,8.17303778069046,4.312383296735992,3.0551978628061094,1.3775000511519992,2.4407561360804597,6383,3,28,7.3616499549571435,1.7615644401375334,70.06804501378522,30.384796758746884,3.0541091829079194,0.8687890126718065,2.4839439433473425,0.25791855029816324,22.0,73.89465404537636,94.96783998725525
35,0,1.65,22.339029794921355,60.391279341690094,8.239338818829953,4.4039321146693,2.451331162726478,1.7102169470578756,2.4576744115493785,6682,3,32,7.920110081347099,2.594959315874345,67.82660493050166,24.543253476169696,2.9278688408788973,1.020406259448115,2.3118483074510014,0.21336804787567018,20.0,71.4081378872117,86.04549140226158
35,0,1.65,22.135095183413142,59.902486840148505,7.700074664686193,4.25283412756503,2.907912126742389,1.4189534611988712,3.7085364969070733,6961,3,24,6.451274521194929,1.642317059208209,67.89541260434918,25.94244197147007,3.4145122780133392,0.9670124449207562,2.4932666373977375,0.1061704634050368,21.0,69.64481420915,90.01518500648584
35,0,1.65,22.515638500914957,58.04431141859902,7.199381702224528,4.191365833788777,3.0072639409687842,1.7070313274292037,3.18923487921099,6846,3,30,8.015097701576366,2.0736231325086263,77.70126057989474,28.817935790296385,2.831555091965135,1.139563367800001,2.3165919683868013,0.10013398467544869,24.0,60.19651148583965,84.32926331936171
35,0,1.65,21.64387887208769,59.609391481944954,7.898156732093588,3.9985348704453902,2.507420983844587,1.241747496442929,3.9829696368303567,7721,3,23,7.3182083548466,1.5403184011246824,54.73495669419786,27.64935944077443,2.700644405026792,0.9830298936675981,2.059969122643478,0.023802554168974227,21.0,71.46483839113574,91.66988783496805
35,0,1.65,21.60385330475289,60.58374858410845,7.6799153213592595,4.426571582921461,2.9946806616909036,1.0870837502766157,2.8735209181675248,7146,3,28,7.429506051277791,2.6127115562404213,78.06008616789248,27.230037650800742,3.2250365436410835,1.3867586970376373,2.594072690117454,0.0,19.0,75.9396751469354,85.76687579664946
28,1,1.82,23.603237660012496,79.11104469544077,5.668090683789834,2.4795206586777807,5.674718189797204,2.2977362614826475,4.715065174234916,8648,4,56,3.6487555355927777,5.554703621761895,106.08738025504861,14.442129968441854,1.7859338055888936,0.1696583330161595,1.3932986084728203,0.21893813200196055,0.0,55.21856410280759,60.299822717526524
28,1,1.82,23.986669149688694,80.53245100985694,5.66439303076035,2.6565117651430317,5.549551502347713,2.657185286257801,5.291485693629738,8769,4,48,3.7830938792874163,4.980178951547967,101.01785254183204,11.447615004305183,2.0259516625764387,0.7654019737578629,1.481121125431313,0.4026585341326099,1.0,62.472762858661206,61.207520480489954
28,1,1.82,24.383094249659415,78.69896685379476,6.173434483815209,2.393804699088857,6.5224364062272135,2.5203959878153266,4.835140248617213,8277,4,44,2.7203083823471954,5.586919694337109,122.13434125711399,12.60926703210993,2.0905912227557812,0.5549216955984049,1.5057272904794816,0.4774494703865372,0.0,66.95859216772405,53.07107008518832
28,1,1.82,24.299800899742348,79.57793073036622,5.818311203897693,2.4105684685340107,5.9752205812242085,2.4653503362103195,4.665577154061685,9265,4,48,3.7967773474527835,5.814786261567058,121.59475840989043,13.875165930452594,2.1119156955302536,0.5752798621483575,1.6035032974171834,0.34002505508811354,3.0,61.45479260137185,54.12788348758231
28,1,1.82,24.358085571556913,77.76350767216367,4.694358962053884,2.6591677310439548,6.030234224058684,2.575133890078228,4.469441558672581,8991,4,55,3.9120998098979314,5.267882618057125,106.48756871916049,13.81628144439182,1.3612406332399947,0.7515280841842321,1.7268224662722782,0.24243806728293849,0.0,55.37014147106631,51.13859522076495
28,1,1.82,24.01604448804657,77.83247827600923,5.745708175342825,2.6507710139867364,5.874448705981544,1.7557874470046375,4.6014325495990445,9493,4,31,3.3262382939032404,4.727999688613097,116.4365624126787,12.974658143569616,2.1211862062206834,0.8130920838338186,1.875433875959503,0.379705805632463,1.0,54.05977808349026,59.761654253174974
28,1,1.82,23.77184734557859,79.05139666872981,5.491100882060316,2.18742313093203,6.114385014464469,2.790239881877503,5.117173529398917,8364,4,44,3.8710144514897453,4.448804493613637,101.40187188945829,17.62963081224456,2.081028630259186,0.7823943164253507,1.8789242211434969,0.4468552778506203,1.0,70.8429821088733,54.14478176763804
28,1,1.82,23.76063517091445,79.84223711859771,5.675596411755558,2.3946569216107583,5.483801490222576,3.1929533266270234,5.130737388155209,8707,4,50,3.4454274242193326,5.098847421472867,114.49818297531594,11.12435319530493,2.105788161175152,1.0825909615463505,1.6699266493295968,0.3623787896216536,0.0,58.35864010661956,53.984149287808876
28,1,1.82,23.88665804017252,80.23304915285965,4.806716358716407,2.672400010082427,5.810156737428719,2.6130843357086118,4.549204835919655,9531,4,51,3.9797952628750366,4.594098089682585,116.63296856852843,16.214565262907126,1.5184186258602297,0.6951405232458369,1.6546801733549894,0.45560752738231514,0.0,61.16492566738952,60.89444556901238
28,1,1.82,24.367810172973204,77.2063560369738,5.3730245780649275,2.4670697944912097,5.123950713636514,2.5282549174696936,5.499503108964203,8565,4,47,3.0420882613517812,4.931235190528129,121.81914907336028,13.372326539664526,2.1386637467031875,0.3257563767878025,1.8793476342092321,0.46026524463064994,0.0,62.302186039999576,49.36072228420876
